Region,Subregion,Locality,Place,CollectingArea,Member,Formation,Order,Family,Subfamily,Tribe,GenusQualifier,Genus,SpeciesQualifier,Species,Subspecies,min_ma,max_ma,n_species,Delete
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,5.3,6.54,NA,NA
East,Sibilot,Sibilot,250,250,Moiti,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,3.6,3.97,NA,NA
East,Sibilot,Sibilot,250,250,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,1.36,1.53,NA,NA
East,Sibilot,Sibilot,202,202,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,2.64,3.44,NA,NA
East,Sibilot,Sibilot,203,203,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,2.64,3.44,NA,NA
East,Sibilot,Sibilot,204,204,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,2.64,3.44,NA,NA
East,Bura Hasuma,Bura Hasuma,119,119,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,120,120,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,121,121,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,East,Il Dura,14,14,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,6,6,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8,8,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,9,9,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,10,10,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,12,12,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,1,1,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,1A,1,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,12,12,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
West,West,Kalakodo,KK,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.87,2.33,NA,NA
West,West,Kalochoro I,KL1,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.3,1.61,NA,NA
West,West,Kalochoro II,KL2,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.3,1.61,NA,NA
West,West,Kangaki,KG,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.87,2.33,NA,NA
West,West,Kangaki I,KG1,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.87,2.33,NA,NA
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,106,106,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,115,115,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.88,1.98,NA,NA
West,West,Lokalalei I,LA1,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.87,2.33,NA,NA
West,West,Lomekwi VIII,LO8,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,1.87,2.33,NA,NA
West,West,Nakoret,NO,NA,NA,NA,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,NA,NA,NA,NA
East,Sibilot,Sibilot,206,206,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,cf.,Menelikia,NA,lyrocera,NA,2.64,3.44,NA,NA
East,Ileret,Ileret,8,8,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,cf.,Menelikia,NA,sp,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,6A,6A,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,sp,NA,1.36,1.53,NA,NA
West,West,Kangatukuseo II,KU2,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,sp,NA,2.52,2.58,NA,NA
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,cf.,Menelikia,NA,sp,NA,1.88,1.98,NA,NA
West,West,Lomekwi I,LO1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,sp,NA,2.52,2.58,NA,NA
West,West,Lomekwi VII,LO7,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,sp,NA,1.87,2.33,NA,NA
East,Ileret,Ileret,12,12,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Redunca,NA,sp,NA,1.88,1.98,NA,NA
West,West,Kangatukuseo I,NA,NA,Upper Lomekwi,Nachukui,Artiodactyla,Camelidae,Camelinae,Camelini,NA,Camelus,NA,grattardi,NA,2.52,2.58,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Tulu Bor,Koobi Fora,Artiodactyla,Camelidae,Camelinae,Camelini,NA,Camelus,NA,sp,NA,2.64,3.44,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Tulu Bor,Koobi Fora,Artiodactyla,Camelidae,Camelinae,Camelini,NA,Camelus,indet.,sp,NA,2.64,3.44,NA,NA
West,West,Kangatukuseo I,KU1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Camelidae,Camelinae,Camelini,NA,Camelus,NA,sp,NA,2.52,2.58,NA,1
West,NA,NA,NA,NA,Kaitio-Kalachoro,Nachukui,Artiodactyla,Cercopithecidae,indet,NA,NA,gen,NA,sp,NA,NA,NA,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Lokochot,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,3.44,3.6,NA,NA
East,Ileret,Ileret,1,1,Okote,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,1A,1,Okote,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.36,1.53,NA,NA
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,131,131,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,cf.,jumae,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,1.88,1.98,NA,NA
East,Sibilot,Sibilot,203,203,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,2.64,3.44,NA,NA
East,Sibilot,Sibilot,204,204,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,2.64,3.44,NA,NA
East,Allia Bay Plains,Allia Bay Plains,261,261,Lonyumun,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,3.97,4.38,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.53,1.88,NA,NA
East,East,Il Dura,14,14,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,10,10,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,12,12,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8A,8,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,12,12,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.88,1.98,NA,NA
West,West,Lomekwi V,LO5,NA,Lower Lomekwi,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,cf.,Giraffa,NA,pygmaea,NA,3.07,3.44,NA,NA
East,Sibilot,Sibilot,206,206,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,2.64,3.44,NA,NA
East,Bura Hasuma,Bura Hasuma,119,119,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,121,121,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,1.53,1.88,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,2.64,3.44,NA,1
East,Ileret,Ileret,3,3,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,6,6,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,1.53,1.88,NA,1
East,Ileret,Ileret,6A,6,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,1.53,1.88,NA,1
East,Ileret,Ileret,3,3,Okote,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,1.36,1.53,NA,1
East,Ileret,Ileret,10,10,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,1.88,1.98,NA,1
West,West,Kalochoro I,KL1,NA,Natoo,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,1.3,1.61,NA,NA
West,West,Kangatukuseo I,KU1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,2.52,2.58,NA,NA
East,Karari Ridge,Karari Ridge,129,129,Lokochot,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,3.44,3.6,NA,NA
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,1.88,1.98,NA,1
West,West,Lokalalei I,LA1,NA,Kalochoro,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,1.87,2.33,NA,NA
West,West,Lomekwi I,LO1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,2.52,2.58,NA,NA
West,West,Lomekwi III,LO3,NA,Lokalalei,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,2.33,2.53,NA,NA
West,West,Lomekwi IV,LO4,NA,Lower Lomekwi,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,3.07,3.44,NA,NA
West,West,Lomekwi IX,LO9,NA,Middle Lomekwi,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,2.58,3.07,NA,NA
West,West,Nachukui I,NC1,NA,Nariokotome,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,0.75,1.3,NA,NA
West,West,Nachukui II,NC2,NA,Nariokotome,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,0.75,1.3,NA,NA
East,Sibilot,Sibilot,202,202,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,indet.,sp,NA,2.64,3.44,NA,NA
East,Bura Hasuma,Bura Hasuma,120,120,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,121,121,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,8,8,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8B,8,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.53,1.88,NA,NA
West,West,Kaiyumung,Kaiyumung,NA,Kaiyumung,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,3,3.9,NA,NA
East,Koobi Fora Ridge,Koobi Fora,106,106,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIIB,NA,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.53,1.88,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,4.25,4.9,NA,NA
West,West,Nakoret,NO,NA,NA,NA,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,NA,NA,NA,NA
East,NA,NA,NA,NA,KBS,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS-Okote,Koobi Fora,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,stillei,NA,1.36,1.88,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Artiodactyla,Giraffidae,Paleotragiinae,NA,NA,Palaeotragus,NA,germaini,NA,4.25,4.9,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Artiodactyla,Giraffidae,Paleotragiinae,NA,NA,Palaeotragus,NA,germaini,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Artiodactyla,Giraffidae,Paleotragiinae,NA,NA,Palaeotragus,NA,germaini,NA,5.3,6.54,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,East,Il Dura,15,15,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Lokochot,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,3.44,3.6,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Lokochot,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,3.44,3.6,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,2.64,3.44,NA,NA
East,Ileret,Ileret,8,8,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,10,10,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,1A,1,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8B,8,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,1A,1,Okote,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.36,1.53,NA,NA
West,West,Kalakodo,KK,NA,Kalochoro,Nachukui,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.87,2.33,NA,NA
West,West,Kalochoro I,KL1,NA,Natoo,Nachukui,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.3,1.61,NA,NA
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,130,130,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIII,NA,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,2.64,3.44,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,115,115,Upper Burgi,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,1.88,1.98,NA,NA
West,West,Lomekwi III,LO3,NA,Lokalalei,Nachukui,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,2.33,2.53,NA,NA
West,West,Nasechebun I,NS1,NA,Kataboi,Nachukui,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,3.44,3.97,NA,NA
East,Sibilot,Sibilot,202,202,Tulu Bor,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,maurusium,NA,2.64,3.44,NA,NA
East,Ileret,Ileret,6A,6A,Okote,Koobi Fora,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,sp,NA,1.36,1.53,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,sp,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Archaeopotamus,NA,harvardi,NA,4.25,4.9,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Archaeopotamus,NA,harvardi,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Archaeopotamus,NA,harvardi,NA,5.3,6.54,NA,NA
West,NA,NA,NA,NA,Upper Nawata-Apak,Naw/Nach,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Archaeopotamus,NA,harvardi,NA,4.22,4.9,NA,NA
